store_id,zone_name,machine_project_id,fleet_project_id,cluster_name,location,node_count,cluster_ipv4_cidr,services_ipv4_cidr,external_load_balancer_ipv4_address_pools,sync_repo,sync_branch,sync_dir,secrets_project_id,git_token_secrets_manager_name,cluster_version,maintenance_window_start,maintenance_window_end,maintenance_window_recurrence,maintenance_exclusion_name_1,maintenance_exclusion_start_1,maintenance_exclusion_end_1,subnet_vlans,recreate_on_delete,enable_robin_cns
store-nqn,nqn,898268108577,cloud-alchemists-sandbox,cluster-0-nqn,us-west1,3,10.80.0.0/17,10.100.0.0/21,10.200.0.21-10.200.0.22,https://github.com/ggunjan/automated-cluster-provisioner.git,jetski-test-branch,.,cloud-alchemists-sandbox,git-token,1.7.0,,,,,,,,true,false
